grid_id, tile_id
1737,-7|139
1737,-6|135
1737,-6|136
1737,-6|137
1737,-6|138
1737,-6|139
1738,-10|140
1738,-10|141
1738,-10|142
1738,-10|143
1738,-10|144
1738,-9|140
1738,-9|141
1738,-9|142
1738,-9|143
1738,-9|144
1738,-8|140
1738,-8|141
1738,-8|142
1738,-8|143
1738,-8|144
1738,-7|140
1738,-7|141
1738,-7|142
1738,-7|143
1738,-7|144
1738,-6|140
1738,-6|141
1738,-6|142
1738,-6|143
1738,-6|144
1739,-10|145
1739,-10|146
1739,-10|147
1739,-10|148
1739,-10|149
1739,-10|150
1739,-9|145
1739,-9|146
1739,-9|147
1739,-9|148
1739,-9|149
1739,-9|150
1739,-8|145
1739,-8|146
1739,-8|147
1739,-8|148
1739,-8|149
1739,-8|150
1739,-7|145
1739,-7|146
1739,-7|147
1739,-7|148
1739,-7|149
1739,-7|150
1739,-6|145
1739,-6|146
1739,-6|147
1739,-6|148
1739,-6|149
1739,-6|150
1740,-5|-150
1740,-5|-149
1740,-5|-148
1740,-5|-147
1740,-5|-146
1740,-4|-150
1740,-4|-149
1740,-4|-148
1740,-4|-147
1740,-4|-146
1740,-3|-150
1740,-3|-149
1740,-3|-148
1740,-3|-147
1740,-3|-146
1740,-2|-150
1740,-2|-149
1740,-2|-148
1740,-2|-147
1740,-2|-146
1740,-1|-150
1740,-1|-149
1740,-1|-148
1740,-1|-147
1740,-1|-146
1741,-5|-145
1741,-5|-144
1741,-5|-143
1741,-5|-142
1741,-5|-141
1741,-4|-145
1741,-4|-144
1741,-4|-143
1741,-4|-142
1741,-4|-141
1741,-3|-145
1741,-3|-144
1741,-3|-143
1741,-3|-142
1741,-3|-141
1741,-2|-145
1741,-2|-144
1741,-2|-143
1741,-2|-142
1741,-2|-141
1741,-1|-145
1741,-1|-144
1741,-1|-143
1741,-1|-142
1741,-1|-141
1742,-5|-140
1742,-5|-139
1742,-5|-138
1742,-5|-137
1742,-5|-136
1742,-4|-140
1742,-4|-139
1742,-4|-138
1742,-4|-137
1742,-4|-136
1742,-3|-140
1742,-3|-139
1742,-3|-138
1742,-3|-137
1742,-3|-136
1742,-2|-140
1742,-2|-139
1742,-2|-138
1742,-2|-137
1742,-2|-136
1742,-1|-140
1742,-1|-139
1742,-1|-138
1742,-1|-137
1742,-1|-136
1743,-5|-135
1743,-5|-134
1743,-5|-133
1743,-5|-132
1743,-5|-131
1743,-4|-135
1743,-4|-134
1743,-4|-133
1743,-4|-132
1743,-4|-131
1743,-3|-135
1743,-3|-134
1743,-3|-133
1743,-3|-132
1743,-3|-131
1743,-2|-135
1743,-2|-134
1743,-2|-133
1743,-2|-132
1743,-2|-131
1743,-1|-135
1743,-1|-134
1743,-1|-133
1743,-1|-132
1743,-1|-131
1744,-5|-130
1744,-5|-129
1744,-5|-128
1744,-5|-127
1744,-5|-126
1744,-4|-130
1744,-4|-129
1744,-4|-128
1744,-4|-127
1744,-4|-126
1744,-3|-130
1744,-3|-129
1744,-3|-128
1744,-3|-127
1744,-3|-126
1744,-2|-130
1744,-2|-129
1744,-2|-128
1744,-2|-127
1744,-2|-126
1744,-1|-130
1744,-1|-129
1744,-1|-128
1744,-1|-127
1744,-1|-126
1745,-5|-125
1745,-5|-124
1745,-5|-123
1745,-5|-122
1745,-5|-121
1745,-4|-125
1745,-4|-124
1745,-4|-123
1745,-4|-122
1745,-4|-121
1745,-3|-125
1745,-3|-124
1745,-3|-123
1745,-3|-122
1745,-3|-121
1745,-2|-125
1745,-2|-124
1745,-2|-123
1745,-2|-122
1745,-2|-121
1745,-1|-125
1745,-1|-124
1745,-1|-123
1745,-1|-122
1745,-1|-121
1746,-5|-120
1746,-5|-119
1746,-5|-118
1746,-5|-117
1746,-5|-116
1746,-4|-120
1746,-4|-119
1746,-4|-118
1746,-4|-117
1746,-4|-116
1746,-3|-120
1746,-3|-119
1746,-3|-118
1746,-3|-117
1746,-3|-116
1746,-2|-120
1746,-2|-119
1746,-2|-118
1746,-2|-117
1746,-2|-116
1746,-1|-120
1746,-1|-119
1746,-1|-118
1746,-1|-117
1746,-1|-116
1747,-5|-115
1747,-5|-114
1747,-5|-113
1747,-5|-112
1747,-5|-111
1747,-4|-115
1747,-4|-114
1747,-4|-113
1747,-4|-112
1747,-4|-111
1747,-3|-115
1747,-3|-114
1747,-3|-113
1747,-3|-112
1747,-3|-111
1747,-2|-115
1747,-2|-114
1747,-2|-113
1747,-2|-112
1747,-2|-111
1747,-1|-115
1747,-1|-114
1747,-1|-113
1747,-1|-112
1747,-1|-111
1748,-5|-110
1748,-5|-109
1748,-5|-108
1748,-5|-107
1748,-5|-106
1748,-4|-110
1748,-4|-109
1748,-4|-108
1748,-4|-107
1748,-4|-106
1748,-3|-110
1748,-3|-109
1748,-3|-108
1748,-3|-107
1748,-3|-106
1748,-2|-110
1748,-2|-109
1748,-2|-108
1748,-2|-107
1748,-2|-106
1748,-1|-110
1748,-1|-109
1748,-1|-108
1748,-1|-107
1748,-1|-106
1749,-5|-105
1749,-5|-104
1749,-5|-103
1749,-5|-102
1749,-5|-101
1749,-4|-105
1749,-4|-104
1749,-4|-103
1749,-4|-102
1749,-4|-101
1749,-3|-105
1749,-3|-104
1749,-3|-103
1749,-3|-102
1749,-3|-101
1749,-2|-105
1749,-2|-104
1749,-2|-103
1749,-2|-102
1749,-2|-101
1749,-1|-105
1749,-1|-104
1749,-1|-103
1749,-1|-102
1749,-1|-101
1750,-5|-100
1750,-5|-99
1750,-5|-98
1750,-5|-97
1750,-5|-96
1750,-4|-100
1750,-4|-99
1750,-4|-98
1750,-4|-97
1750,-4|-96
1750,-3|-100
1750,-3|-99
1750,-3|-98
1750,-3|-97
1750,-3|-96
1750,-2|-100
1750,-2|-99
1750,-2|-98
1750,-2|-97
1750,-2|-96
1750,-1|-100
1750,-1|-99
1750,-1|-98
1750,-1|-97
1750,-1|-96
1751,-5|-95
1751,-5|-94
1751,-5|-93
1751,-5|-92
1751,-5|-91
1751,-4|-95
1751,-4|-94
1751,-4|-93
1751,-4|-92
1751,-4|-91
1751,-3|-95
1751,-3|-94
1751,-3|-93
1751,-3|-92
1751,-3|-91
1751,-2|-95
1751,-2|-94
1751,-2|-93
1751,-2|-92
1751,-2|-91
1751,-1|-95
1751,-1|-94
1751,-1|-93
1751,-1|-92
1751,-1|-91
1752,-5|-90
1752,-5|-89
1752,-5|-88
1752,-5|-87
1752,-5|-86
1752,-4|-90
1752,-4|-89
1752,-4|-88
1752,-4|-87
1752,-4|-86
1752,-3|-90
1752,-3|-89
1752,-3|-88
1752,-3|-87
1752,-3|-86
1752,-2|-90
1752,-2|-89
1752,-2|-88
1752,-2|-87
1752,-2|-86
1752,-1|-90
1752,-1|-89
1752,-1|-88
1752,-1|-87
1752,-1|-86
1753,-5|-85
1753,-5|-84
1753,-5|-83
1753,-5|-82
1753,-5|-81
1753,-4|-85
1753,-4|-84
1753,-4|-83
1753,-4|-82
1753,-4|-81
1753,-3|-85
1753,-3|-84
1753,-3|-83
1753,-3|-82
1753,-3|-81
1753,-2|-85
1753,-2|-84
1753,-2|-83
1753,-2|-82
1753,-2|-81
1753,-1|-85
1753,-1|-84
1753,-1|-83
1753,-1|-82
1753,-1|-81
1754,-5|-80
1754,-5|-79
1754,-5|-78
1754,-5|-77
1754,-5|-76
1754,-4|-80
1754,-4|-79
1754,-4|-78
1754,-4|-77
1754,-4|-76
1754,-3|-80
1754,-3|-79
1754,-3|-78
1754,-3|-77
1754,-3|-76
1754,-2|-80
1754,-2|-79
1754,-2|-78
1754,-2|-77
1754,-2|-76
1754,-1|-80
1754,-1|-79
1754,-1|-78
1754,-1|-77
1754,-1|-76
1755,-5|-75
1755,-5|-74
1755,-5|-73
1755,-5|-72
1755,-5|-71
1755,-4|-75
1755,-4|-74
1755,-4|-73
1755,-4|-72
1755,-4|-71
1755,-3|-75
1755,-3|-74
1755,-3|-73
1755,-3|-72
1755,-3|-71
1755,-2|-75
1755,-2|-74
1755,-2|-73
1755,-2|-72
1755,-2|-71
1755,-1|-75
1755,-1|-74
1755,-1|-73
1755,-1|-72
1755,-1|-71
1756,-5|-70
1756,-5|-69
1756,-5|-68
1756,-5|-67
1756,-5|-66
1756,-4|-70
1756,-4|-69
1756,-4|-68
1756,-4|-67
1756,-4|-66
1756,-3|-70
1756,-3|-69
1756,-3|-68
1756,-3|-67
1756,-3|-66
1756,-2|-70
1756,-2|-69
1756,-2|-68
1756,-2|-67
1756,-2|-66
1756,-1|-70
1756,-1|-69
1756,-1|-68
1756,-1|-67
1756,-1|-66
1757,-5|-65
1757,-5|-64
1757,-5|-63
1757,-5|-62
1757,-5|-61
1757,-4|-65
1757,-4|-64
1757,-4|-63
1757,-4|-62
1757,-4|-61
1757,-3|-65
1757,-3|-64
1757,-3|-63
1757,-3|-62
1757,-3|-61
1757,-2|-65
1757,-2|-64
1757,-2|-63
1757,-2|-62
1757,-2|-61
1757,-1|-65
1757,-1|-64
1757,-1|-63
1757,-1|-62
1757,-1|-61
1758,-5|-60
1758,-5|-59
1758,-5|-58
1758,-5|-57
1758,-5|-56
1758,-4|-60
1758,-4|-59
1758,-4|-58
1758,-4|-57
1758,-4|-56
1758,-3|-60
1758,-3|-59
1758,-3|-58
1758,-3|-57
1758,-3|-56
1758,-2|-60
1758,-2|-59
1758,-2|-58
1758,-2|-57
1758,-2|-56
1758,-1|-60
1758,-1|-59
1758,-1|-58
1758,-1|-57
1758,-1|-56
1759,-5|-55
1759,-5|-54
1759,-5|-53
1759,-5|-52
1759,-5|-51
1759,-4|-55
1759,-4|-54
1759,-4|-53
1759,-4|-52
1759,-4|-51
1759,-3|-55
1759,-3|-54
1759,-3|-53
1759,-3|-52
1759,-3|-51
1759,-2|-55
1759,-2|-54
1759,-2|-53
1759,-2|-52
1759,-2|-51
1759,-1|-55
1759,-1|-54
1759,-1|-53
1759,-1|-52
1759,-1|-51
1760,-5|-50
1760,-5|-49
1760,-5|-48
1760,-5|-47
1760,-5|-46
1760,-4|-50
1760,-4|-49
1760,-4|-48
1760,-4|-47
1760,-4|-46
1760,-3|-50
1760,-3|-49
1760,-3|-48
1760,-3|-47
1760,-3|-46
1760,-2|-50
1760,-2|-49
1760,-2|-48
1760,-2|-47
1760,-2|-46
1760,-1|-50
1760,-1|-49
1760,-1|-48
1760,-1|-47
1760,-1|-46
1761,-5|-45
1761,-5|-44
1761,-5|-43
1761,-5|-42
1761,-5|-41
1761,-4|-45
1761,-4|-44
1761,-4|-43
1761,-4|-42
1761,-4|-41
1761,-3|-45
1761,-3|-44
1761,-3|-43
1761,-3|-42
1761,-3|-41
1761,-2|-45
1761,-2|-44
1761,-2|-43
1761,-2|-42
1761,-2|-41
1761,-1|-45
1761,-1|-44
1761,-1|-43
1761,-1|-42
1761,-1|-41
1762,-5|-40
1762,-5|-39
1762,-5|-38
1762,-5|-37
1762,-5|-36
1762,-4|-40
1762,-4|-39
1762,-4|-38
1762,-4|-37
1762,-4|-36
1762,-3|-40
1762,-3|-39
1762,-3|-38
1762,-3|-37
1762,-3|-36
1762,-2|-40
1762,-2|-39
1762,-2|-38
1762,-2|-37
1762,-2|-36
1762,-1|-40
1762,-1|-39
1762,-1|-38
1762,-1|-37
1762,-1|-36
1763,-5|-35
1763,-5|-34
1763,-5|-33
1763,-5|-32
1763,-5|-31
1763,-4|-35
1763,-4|-34
1763,-4|-33
1763,-4|-32
1763,-4|-31
1763,-3|-35
1763,-3|-34
1763,-3|-33
1763,-3|-32
1763,-3|-31
1763,-2|-35
1763,-2|-34
1763,-2|-33
1763,-2|-32
1763,-2|-31
1763,-1|-35
1763,-1|-34
1763,-1|-33
1763,-1|-32
1763,-1|-31
1764,-5|-30
1764,-5|-29
1764,-5|-28
1764,-5|-27
1764,-5|-26
1764,-4|-30
1764,-4|-29
1764,-4|-28
1764,-4|-27
1764,-4|-26
1764,-3|-30
1764,-3|-29
1764,-3|-28
1764,-3|-27
1764,-3|-26
1764,-2|-30
1764,-2|-29
1764,-2|-28
1764,-2|-27
1764,-2|-26
1764,-1|-30
1764,-1|-29
1764,-1|-28
1764,-1|-27
1764,-1|-26
1765,-5|-25
1765,-5|-24
1765,-5|-23
1765,-5|-22
1765,-5|-21
1765,-4|-25
1765,-4|-24
1765,-4|-23
1765,-4|-22
1765,-4|-21
1765,-3|-25
1765,-3|-24
1765,-3|-23
1765,-3|-22
1765,-3|-21
1765,-2|-25
1765,-2|-24
1765,-2|-23
1765,-2|-22
1765,-2|-21
1765,-1|-25
1765,-1|-24
1765,-1|-23
1765,-1|-22
1765,-1|-21
1766,-5|-20
1766,-5|-19
1766,-5|-18
1766,-5|-17
1766,-5|-16
1766,-4|-20
1766,-4|-19
1766,-4|-18
1766,-4|-17
1766,-4|-16
1766,-3|-20
1766,-3|-19
1766,-3|-18
1766,-3|-17
1766,-3|-16
1766,-2|-20
1766,-2|-19
1766,-2|-18
1766,-2|-17
1766,-2|-16
1766,-1|-20
1766,-1|-19
1766,-1|-18
1766,-1|-17
1766,-1|-16
1767,-5|-15
1767,-5|-14
1767,-5|-13
1767,-5|-12
1767,-5|-11
1767,-4|-15
1767,-4|-14
1767,-4|-13
1767,-4|-12
1767,-4|-11
1767,-3|-15
1767,-3|-14
1767,-3|-13
1767,-3|-12
1767,-3|-11
1767,-2|-15
1767,-2|-14
1767,-2|-13
1767,-2|-12
1767,-2|-11
1767,-1|-15
1767,-1|-14
1767,-1|-13
1767,-1|-12
1767,-1|-11
1768,-5|-10
1768,-5|-9
1768,-5|-8
1768,-5|-7
1768,-5|-6
1768,-4|-10
1768,-4|-9
1768,-4|-8
1768,-4|-7
1768,-4|-6
1768,-3|-10
1768,-3|-9
1768,-3|-8
1768,-3|-7
1768,-3|-6
1768,-2|-10
1768,-2|-9
1768,-2|-8
1768,-2|-7
1768,-2|-6
1768,-1|-10
1768,-1|-9
1768,-1|-8
1768,-1|-7
1768,-1|-6
1769,-5|-5
1769,-5|-4
1769,-5|-3
1769,-5|-2
1769,-5|-1
1769,-4|-5
1769,-4|-4
1769,-4|-3
1769,-4|-2
1769,-4|-1
1769,-3|-5
1769,-3|-4
1769,-3|-3
1769,-3|-2
1769,-3|-1
1769,-2|-5
1769,-2|-4
1769,-2|-3
1769,-2|-2
1769,-2|-1
1769,-1|-5
1769,-1|-4
1769,-1|-3
1769,-1|-2
1769,-1|-1
1770,-5|0
1770,-5|1
1770,-5|2
1770,-5|3
1770,-5|4
1770,-4|0
1770,-4|1
1770,-4|2
1770,-4|3
1770,-4|4
1770,-3|0
1770,-3|1
1770,-3|2
1770,-3|3
1770,-3|4
1770,-2|0
1770,-2|1
1770,-2|2
1770,-2|3
1770,-2|4
1770,-1|0
1770,-1|1
1770,-1|2
1770,-1|3
1770,-1|4
1771,-5|5
1771,-5|6
1771,-5|7
1771,-5|8
1771,-5|9
1771,-4|5
1771,-4|6
1771,-4|7
1771,-4|8
1771,-4|9
1771,-3|5
1771,-3|6
1771,-3|7
1771,-3|8
1771,-3|9
1771,-2|5
1771,-2|6
1771,-2|7
1771,-2|8
1771,-2|9
1771,-1|5
1771,-1|6
1771,-1|7
1771,-1|8
1771,-1|9
1772,-5|10
1772,-5|11
1772,-5|12
1772,-5|13
1772,-5|14
1772,-4|10
1772,-4|11
1772,-4|12
1772,-4|13
1772,-4|14
1772,-3|10
1772,-3|11
1772,-3|12
1772,-3|13
1772,-3|14
1772,-2|10
1772,-2|11
1772,-2|12
1772,-2|13
1772,-2|14
1772,-1|10
1772,-1|11
1772,-1|12
1772,-1|13
1772,-1|14
1773,-5|15
1773,-5|16
1773,-5|17
1773,-5|18
1773,-5|19
1773,-4|15
1773,-4|16
1773,-4|17
1773,-4|18
1773,-4|19
1773,-3|15
1773,-3|16
1773,-3|17
1773,-3|18
1773,-3|19
1773,-2|15
1773,-2|16
1773,-2|17
1773,-2|18
1773,-2|19
1773,-1|15
1773,-1|16
1773,-1|17
1773,-1|18
1773,-1|19
1774,-5|20
1774,-5|21
1774,-5|22
1774,-5|23
1774,-5|24
1774,-4|20
1774,-4|21
1774,-4|22
1774,-4|23
1774,-4|24
1774,-3|20
1774,-3|21
1774,-3|22
1774,-3|23
1774,-3|24
1774,-2|20
1774,-2|21
1774,-2|22
1774,-2|23
1774,-2|24
1774,-1|20
1774,-1|21
1774,-1|22
1774,-1|23
1774,-1|24
1775,-5|25
1775,-5|26
1775,-5|27
1775,-5|28
1775,-5|29
1775,-4|25
1775,-4|26
1775,-4|27
1775,-4|28
1775,-4|29
1775,-3|25
1775,-3|26
1775,-3|27
1775,-3|28
1775,-3|29
1775,-2|25
1775,-2|26
1775,-2|27
1775,-2|28
1775,-2|29
1775,-1|25
1775,-1|26
1775,-1|27
1775,-1|28
1775,-1|29
1776,-5|30
1776,-5|31
1776,-5|32
1776,-5|33
1776,-5|34
1776,-4|30
1776,-4|31
1776,-4|32
1776,-4|33
1776,-4|34
1776,-3|30
1776,-3|31
1776,-3|32
1776,-3|33
1776,-3|34
1776,-2|30
1776,-2|31
1776,-2|32
1776,-2|33
1776,-2|34
1776,-1|30
1776,-1|31
1776,-1|32
1776,-1|33
1776,-1|34
1777,-5|35
1777,-5|36
1777,-5|37
1777,-5|38
1777,-5|39
1777,-4|35
1777,-4|36
1777,-4|37
1777,-4|38
1777,-4|39
1777,-3|35
1777,-3|36
1777,-3|37
1777,-3|38
1777,-3|39
1777,-2|35
1777,-2|36
1777,-2|37
1777,-2|38
1777,-2|39
1777,-1|35
1777,-1|36
1777,-1|37
1777,-1|38
1777,-1|39
1778,-5|40
1778,-5|41
1778,-5|42
1778,-5|43
1778,-5|44
1778,-4|40
1778,-4|41
1778,-4|42
1778,-4|43
1778,-4|44
1778,-3|40
1778,-3|41
1778,-3|42
1778,-3|43
1778,-3|44
1778,-2|40
1778,-2|41
1778,-2|42
1778,-2|43
1778,-2|44
1778,-1|40
1778,-1|41
1778,-1|42
1778,-1|43
1778,-1|44
1779,-5|45
1779,-5|46
1779,-5|47
1779,-5|48
1779,-5|49
1779,-4|45
1779,-4|46
1779,-4|47
1779,-4|48
1779,-4|49
1779,-3|45
1779,-3|46
1779,-3|47
1779,-3|48
1779,-3|49
1779,-2|45
1779,-2|46
1779,-2|47
1779,-2|48
1779,-2|49
1779,-1|45
1779,-1|46
1779,-1|47
1779,-1|48
1779,-1|49
1780,-5|50
1780,-5|51
1780,-5|52
1780,-5|53
1780,-5|54
1780,-4|50
1780,-4|51
1780,-4|52
1780,-4|53
1780,-4|54
1780,-3|50
1780,-3|51
1780,-3|52
1780,-3|53
1780,-3|54
1780,-2|50
1780,-2|51
1780,-2|52
1780,-2|53
1780,-2|54
1780,-1|50
1780,-1|51
1780,-1|52
1780,-1|53
1780,-1|54
1781,-5|55
1781,-5|56
1781,-5|57
1781,-5|58
1781,-5|59
1781,-4|55
1781,-4|56
1781,-4|57
1781,-4|58
1781,-4|59
1781,-3|55
1781,-3|56
1781,-3|57
1781,-3|58
1781,-3|59
1781,-2|55
1781,-2|56
1781,-2|57
1781,-2|58
1781,-2|59
1781,-1|55
1781,-1|56
1781,-1|57
1781,-1|58
1781,-1|59
1782,-5|60
1782,-5|61
1782,-5|62
1782,-5|63
1782,-5|64
1782,-4|60
1782,-4|61
1782,-4|62
1782,-4|63
1782,-4|64
1782,-3|60
1782,-3|61
1782,-3|62
1782,-3|63
1782,-3|64
1782,-2|60
1782,-2|61
1782,-2|62
1782,-2|63
1782,-2|64
1782,-1|60
1782,-1|61
1782,-1|62
1782,-1|63
1782,-1|64
1783,-5|65
1783,-5|66
1783,-5|67
1783,-5|68
1783,-5|69
1783,-4|65
1783,-4|66
1783,-4|67
1783,-4|68
1783,-4|69
1783,-3|65
1783,-3|66
1783,-3|67
1783,-3|68
1783,-3|69
1783,-2|65
1783,-2|66
1783,-2|67
1783,-2|68
1783,-2|69
1783,-1|65
1783,-1|66
1783,-1|67
1783,-1|68
1783,-1|69
1784,-5|70
1784,-5|71
1784,-5|72
1784,-5|73
1784,-5|74
1784,-4|70
1784,-4|71
1784,-4|72
1784,-4|73
1784,-4|74
1784,-3|70
1784,-3|71
1784,-3|72
1784,-3|73
1784,-3|74
1784,-2|70
1784,-2|71
1784,-2|72
1784,-2|73
1784,-2|74
1784,-1|70
1784,-1|71
1784,-1|72
1784,-1|73
1784,-1|74
1785,-5|75
1785,-5|76
1785,-5|77
1785,-5|78
1785,-5|79
1785,-4|75
1785,-4|76
1785,-4|77
1785,-4|78
1785,-4|79
1785,-3|75
1785,-3|76
1785,-3|77
1785,-3|78
1785,-3|79
1785,-2|75
1785,-2|76
1785,-2|77
1785,-2|78
1785,-2|79
1785,-1|75
1785,-1|76
1785,-1|77
1785,-1|78
1785,-1|79
1786,-5|80
1786,-5|81
1786,-5|82
1786,-5|83
1786,-5|84
1786,-4|80
1786,-4|81
1786,-4|82
1786,-4|83
1786,-4|84
1786,-3|80
1786,-3|81
1786,-3|82
1786,-3|83
1786,-3|84
1786,-2|80
1786,-2|81
1786,-2|82
1786,-2|83
1786,-2|84
1786,-1|80
1786,-1|81
1786,-1|82
1786,-1|83
1786,-1|84
1787,-5|85
1787,-5|86
1787,-5|87
1787,-5|88
1787,-5|89
1787,-4|85
1787,-4|86
1787,-4|87
1787,-4|88
1787,-4|89
1787,-3|85
1787,-3|86
1787,-3|87
1787,-3|88
1787,-3|89
1787,-2|85
1787,-2|86
1787,-2|87
1787,-2|88
1787,-2|89
1787,-1|85
1787,-1|86
1787,-1|87
1787,-1|88
1787,-1|89
1788,-5|90
1788,-5|91
1788,-5|92
1788,-5|93
1788,-5|94
1788,-4|90
1788,-4|91
1788,-4|92
1788,-4|93
1788,-4|94
1788,-3|90
1788,-3|91
1788,-3|92
1788,-3|93
1788,-3|94
1788,-2|90
1788,-2|91
1788,-2|92
1788,-2|93
1788,-2|94
1788,-1|90
1788,-1|91
1788,-1|92
1788,-1|93
1788,-1|94
1789,-5|95
1789,-5|96
1789,-5|97
1789,-5|98
1789,-5|99
1789,-4|95
1789,-4|96
1789,-4|97
1789,-4|98
1789,-4|99
1789,-3|95
1789,-3|96
1789,-3|97
1789,-3|98
1789,-3|99
1789,-2|95
1789,-2|96
1789,-2|97
1789,-2|98
1789,-2|99
1789,-1|95
1789,-1|96
1789,-1|97
1789,-1|98
1789,-1|99
1790,-5|100
1790,-5|101
1790,-5|102
1790,-5|103
1790,-5|104
1790,-4|100
1790,-4|101
1790,-4|102
1790,-4|103
1790,-4|104
1790,-3|100
1790,-3|101
1790,-3|102
1790,-3|103
1790,-3|104
1790,-2|100
1790,-2|101
1790,-2|102
1790,-2|103
1790,-2|104
1790,-1|100
1790,-1|101
1790,-1|102
1790,-1|103
1790,-1|104
1791,-5|105
1791,-5|106
1791,-5|107
1791,-5|108
1791,-5|109
1791,-4|105
1791,-4|106
1791,-4|107
1791,-4|108
1791,-4|109
1791,-3|105
1791,-3|106
1791,-3|107
1791,-3|108
1791,-3|109
1791,-2|105
1791,-2|106
1791,-2|107
1791,-2|108
1791,-2|109
1791,-1|105
1791,-1|106
1791,-1|107
1791,-1|108
1791,-1|109
1792,-5|110
1792,-5|111
1792,-5|112
1792,-5|113
1792,-5|114
1792,-4|110
1792,-4|111
1792,-4|112
1792,-4|113
1792,-4|114
1792,-3|110
1792,-3|111
1792,-3|112
1792,-3|113
1792,-3|114
1792,-2|110
1792,-2|111
1792,-2|112
1792,-2|113
1792,-2|114
1792,-1|110
1792,-1|111
1792,-1|112
1792,-1|113
1792,-1|114
1793,-5|115
1793,-5|116
1793,-5|117
1793,-5|118
1793,-5|119
1793,-4|115
1793,-4|116
1793,-4|117
1793,-4|118
1793,-4|119
1793,-3|115
1793,-3|116
1793,-3|117
1793,-3|118
1793,-3|119
1793,-2|115
1793,-2|116
1793,-2|117
1793,-2|118
1793,-2|119
1793,-1|115
1793,-1|116
1793,-1|117
1793,-1|118
1793,-1|119
1794,-5|120
1794,-5|121
1794,-5|122
1794,-5|123
1794,-5|124
1794,-4|120
1794,-4|121
1794,-4|122
1794,-4|123
1794,-4|124
1794,-3|120
1794,-3|121
1794,-3|122
1794,-3|123
1794,-3|124
1794,-2|120
1794,-2|121
1794,-2|122
1794,-2|123
1794,-2|124
1794,-1|120
1794,-1|121
1794,-1|122
1794,-1|123
1794,-1|124
1795,-5|125
1795,-5|126
1795,-5|127
1795,-5|128
1795,-5|129
1795,-4|125
1795,-4|126
1795,-4|127
1795,-4|128
1795,-4|129
1795,-3|125
1795,-3|126
1795,-3|127
1795,-3|128
1795,-3|129
1795,-2|125
1795,-2|126
1795,-2|127
1795,-2|128
1795,-2|129
1795,-1|125
1795,-1|126
1795,-1|127
1795,-1|128
1795,-1|129
1796,-5|130
1796,-5|131
1796,-5|132
1796,-5|133
1796,-5|134
1796,-4|130
1796,-4|131
1796,-4|132
1796,-4|133
1796,-4|134
1796,-3|130
1796,-3|131
1796,-3|132
1796,-3|133
1796,-3|134
1796,-2|130
1796,-2|131
1796,-2|132
1796,-2|133
1796,-2|134
1796,-1|130
1796,-1|131
1796,-1|132
1796,-1|133
1796,-1|134
1797,-5|135
1797,-5|136
1797,-5|137
1797,-5|138
1797,-5|139
1797,-4|135
1797,-4|136
1797,-4|137
1797,-4|138
1797,-4|139
1797,-3|135
1797,-3|136
1797,-3|137
1797,-3|138
1797,-3|139
1797,-2|135
1797,-2|136
1797,-2|137
1797,-2|138
1797,-2|139
1797,-1|135
1797,-1|136
1797,-1|137
1797,-1|138
1797,-1|139
1798,-5|140
1798,-5|141
1798,-5|142
1798,-5|143
1798,-5|144
1798,-4|140
1798,-4|141
1798,-4|142
1798,-4|143
1798,-4|144
1798,-3|140
1798,-3|141
1798,-3|142
1798,-3|143
1798,-3|144
1798,-2|140
1798,-2|141
1798,-2|142
1798,-2|143
1798,-2|144
1798,-1|140
1798,-1|141
1798,-1|142
1798,-1|143
1798,-1|144
1799,-5|145
1799,-5|146
1799,-5|147
1799,-5|148
1799,-5|149
1799,-5|150
1799,-4|145
1799,-4|146
1799,-4|147
1799,-4|148
1799,-4|149
1799,-4|150
1799,-3|145
1799,-3|146
1799,-3|147
1799,-3|148
1799,-3|149
1799,-3|150
1799,-2|145
1799,-2|146
1799,-2|147
1799,-2|148
1799,-2|149
1799,-2|150
1799,-1|145
1799,-1|146
1799,-1|147
1799,-1|148
1799,-1|149
1799,-1|150
1800,0|-150
1800,0|-149
1800,0|-148
1800,0|-147
1800,0|-146
1800,1|-150
1800,1|-149
1800,1|-148
1800,1|-147
1800,1|-146
1800,2|-150
1800,2|-149
1800,2|-148
1800,2|-147
1800,2|-146
1800,3|-150
1800,3|-149
1800,3|-148
1800,3|-147
1800,3|-146
1800,4|-150
1800,4|-149
1800,4|-148
1800,4|-147
1800,4|-146
1801,0|-145
1801,0|-144
1801,0|-143
1801,0|-142
1801,0|-141
1801,1|-145
1801,1|-144
1801,1|-143
1801,1|-142
1801,1|-141
1801,2|-145
1801,2|-144
1801,2|-143
1801,2|-142
1801,2|-141
1801,3|-145
1801,3|-144
1801,3|-143
1801,3|-142
1801,3|-141
1801,4|-145
1801,4|-144
1801,4|-143
1801,4|-142
1801,4|-141
1802,0|-140
1802,0|-139
1802,0|-138
1802,0|-137
1802,0|-136
1802,1|-140
1802,1|-139
1802,1|-138
1802,1|-137
1802,1|-136
1802,2|-140
1802,2|-139
1802,2|-138
1802,2|-137
1802,2|-136
1802,3|-140
1802,3|-139
1802,3|-138
1802,3|-137
1802,3|-136
1802,4|-140
1802,4|-139
1802,4|-138
1802,4|-137
1802,4|-136
1803,0|-135
1803,0|-134
1803,0|-133
1803,0|-132
1803,0|-131
1803,1|-135
1803,1|-134
1803,1|-133
1803,1|-132
1803,1|-131
1803,2|-135
1803,2|-134
1803,2|-133
1803,2|-132
